"accuracy_metric_score","annotation_id","annotation_notes","annotator","context","created_at","factuality_subtype_choice","faithfulness_subtype_choice","generated_answer","hallucination_subtype","hallucination_type","high_temp_samples","id","is_correct","lead_time","question","reference_answers","selected_for_annotation","updated_at"
0.0,433,"","1","","2025-04-14T12:40:27.760617Z","A3_DiagnosticCriteriaDefinition","","erythema multiforme, Stevens-Johnson syndrome, toxic epidermal necrolysis, and drug-induced lupus erythematosus","","","[""Cutaneous lupus erythematosus, scleroderma, and dermatomyositis"",""Blau Syndrome, Fanconi's Anemia, Erythroblastosis Fetalis, Wiskott-Aldrich Syndrome"",""Atopic dermatitis, eczema, psoriasis"",""Bullous Pemphigoid and Pemphigus vulgaris"",""Allergic contact dermatitis (ACD), urticaria pigmentosa (UP), urticaria pigmentosa with eosinophilia (UPE), atopic dermatitis (AD), allergic contact"",""alopecia, dermatitis, psoriasis, urticaria, pruritus, angioedema, angioedema associated with anaphylaxis and erythema multiforme"",""Dry eyes, dry mouth, dry nose, dry skin, dry vagina, and oral ulcers"",""Cutaneous reactions are either a primary or secondary reaction to the disease or its treatment. The primary cutaneous reactions include drug rash with eosinophilia and systemic symptoms (DRESS) and drug-induced cutaneous"",""pemphigus, eczema, and contact dermatitis"",""systemic lupus erythematosus (SLE) and dermatomyositis (DM)""]","58a45d6060087bc10a00001d",False,195.282,"Which diseases are involved in the severe cutaneous reactions (SCAR) spectrum?","[""Stevens-Johnson syndrome"",""Toxic epidermal necrolysis"",""Acute generalized exanthematous pustulosis""]",True,"2025-04-14T12:40:27.760635Z"
0.0,434,"","1","","2025-04-14T12:46:50.726950Z","A3_DiagnosticCriteriaDefinition","","a type of cantharidin","","","[""A type of wart."",""A skin disease caused by a fungal infection"",""A condition characterized by excessive scarring or atrophy of the limbs."",""corn flower"",""a condition characterized by painful choroidal neovascularization of the posterior segment of the eye"",""a fleshy growth that can cover the eyelid"",""the dystopia of the eye"",""a type of canthal fold"",""A disease of the eye caused by a virus"",""Mosaic canthorum""]","5e361c8792b3349b55000001",False,382.67,"What is dystopia canthorum?","[""a prominent broad nasal root with increased intercanthal distance.""]",True,"2025-04-14T12:46:50.726968Z"
0.0,435,"","1","","2025-04-14T12:47:52.744741Z","A3_DiagnosticCriteriaDefinition","","G protein-coupled receptors","","","[""G protein-coupled receptors (GPCRs)"",""H2R"",""cannabinoid type 1"",""glucagon-like peptide 1 (GLP-1) receptor"",""serotonin"",""CCK, PYY, GLP-1, and NPY"",""glucagon-like peptide 1 receptor (GLP-1R)"",""Glycogen synthase kinase 3β"",""G protein-coupled receptors"",""CCK""]","61f6055b882a024a10000021",False,61.774,"Which receptors are targeted by Tirzepatide?","[""glucose-dependent insulinotropic polypeptide"",""glucagon-like peptide-1""]",True,"2025-04-14T12:47:52.744759Z"
0.0,436,"","1","","2025-04-14T12:49:04.744590Z","A3_DiagnosticCriteriaDefinition","","Tandem Repeat Finder","","","[""FIMO"",""MSP"",""LAGAN"",""MIRA"",""MUMmer"",""PAGED"",""Tandem Repeat Finder"",""Tandem Repeat Finder"",""HERD algorithm"",""Tandem Repeat Finder""]","5e36d5b9b5b409ea53000009",False,71.761,"Which algorithm has been developed for detecting expansions of tandem repeats?","[""ExpansionHunter""]",True,"2025-04-14T12:49:04.744607Z"
0.0,437,"","1","","2025-04-14T13:22:03.125990Z","A3_DiagnosticCriteriaDefinition","","molecular weight, lipophilicity, hydrogen bond donors, hydrogen bond acceptors, polar surface area, molecular weight, logP, logP, logP, logP, logP, logP, logP,","","","[""Drug likeness refers to the likelihood that a compound is bioactive and has an acceptable risk-benefit profile for therapeutic use."",""the size of the molecule, molecular weight, acid and basic groups, solubility, and polarity"",""lipophilicity, hydrogen bond donors, hydrogen bond acceptors, log P"",""LogP and MTD"",""physicochemical, pharmacokinetic, biological and toxicological"",""biological activity, solubility, pharmacokinetics, toxicity, oral bioavailability"",""structure, lipophilicity, and molecular weight"",""LogP, hydrogen-bond donors, hydrogen-bond acceptors, polar surface area, molecular weight, AlogP, and number of hydrophobic atoms"",""Molecular weight, log P, molecular polar surface area"",""the physicochemical and pharmacokinetic properties""]","6278c73756bf9aee6f00000b",False,1978.145,"Which are the components that evaluate druglikeness?","[""No more than 5 hydrogen bond donors"",""No more than 10 hydrogen bond acceptors"",""A molecular mass less than 500 daltons"",""An octanol-water partition coefficient (log P) that does not exceed 5""]",True,"2025-04-14T13:22:03.126019Z"
0.0,438,"","1","","2025-04-15T06:27:35.906734Z","","","47,XXY","","","[""47, XXYY"",""47,XXY"",""47,XYY"",""47,XXY"",""sex chromosome 4"",""XXY"",""47,XXY"",""47,XXY"",""47,XXY"",""47,XXY""]","5e669e0e1af46fc130000019",False,61532.541,"What is the chromosomal abnormality associated with Klinefelter Syndrome","[""XXY""]",True,"2025-04-15T06:27:35.906752Z"
0.0,439,"","1","","2025-04-15T06:28:18.790445Z","A3_DiagnosticCriteriaDefinition","","H3K9me3","","","[""H3K9me3"",""H2A.Z"",""lysine methylation"",""H3K27me3"",""H3K9"",""H3K9me2"",""H3K9me2"",""H3K9me3"",""methylation"",""H3K9me2""]","52e0c9a298d0239505000010",False,42.635,"Which histone modifications are associated with constitutive heterochromatin?","[""H3K9Me1"",""H3K27me1"",""H3K27me2"",""H4K20me3"",""H3K79me3"",""H3S10""]",True,"2025-04-15T06:28:18.790464Z"
0.0,440,"","1","","2025-04-15T06:29:05.339889Z","","A2_InstructionMisinterpretation","5-aza-2'-deoxycytidine (5-aza-dC) and 5-aza-2'-deoxycytidine (5-aza-dC)","","","[""5-azacytidine"",""SAHA"",""Aza- and Gentianes- 3-carboxamide derivatives"",""azacitidine and decitabine"",""methotrexate"",""azacytidine and 5-azacytidine"",""L-threo-N6-isopentenyl pyrophosphate (IPP), L-threo-N6-homopiperazino-N1-methyl-L-lysine (HM"",""Brequinar and TSA"",""azacitidine"",""AZD6482""]","5165932e298dcd4e51000059",False,46.31,"Which are the DNA (cytosine-5-)-methyltransferases inhibitors?","[""5-azacytidine"",""5-azadeoxycytidine"",""5-azacytosine"",""5-fluorodeoxycytidine"",""5,6-dihydro-5-azacytosine"",""4'-thio-2'-deoxycytidine"",""hydralazine"",""2-(1H)-pyrimidinone riboside"",""2-(1H)-pyrimidinone"",""procaine"",""procainamide"",""RSC133"",""Psammaplin A""]",True,"2025-04-15T06:29:05.339914Z"
0.0,441,"","1","","2025-04-15T06:29:40.929452Z","A3_DiagnosticCriteriaDefinition","","a process of vesicle fusion","","","[""A mechanism by which antibiotics are able to disrupt cell membranes"",""Vesiculation or vesiculation"",""vesicular transport"",""Vesiduction is the breakdown of the phosphoryl-estrogen bonds in the 1- and 2-position of the estrone-3-sulfate-6-glucuronide"",""The vesiculation of a cell during which the cell membrane and the cytoskeleton are disrupted."",""a process where vesicles from the Golgi apparatus move to the plasma membrane, where they fuse with the cell surface to form vesicles"",""The release of endogenous vasopressin from the vasopressin-containing neurons of the paraventricular nucleus."",""The process of vesicle movement from the Golgi apparatus to the plasma membrane."",""The process by which vesicles fuse with a lysosome, releasing their contents into the lysosome."",""It is the process of vesicle release from the Golgi apparatus.""]","603219c21cb411341a000133",False,35.344,"What is vesiduction?","[""'Vesiduction' as a fourth mode of intercellular DNA transfer.""]",True,"2025-04-15T06:29:40.929470Z"
0.0,442,"","1","","2025-04-15T06:32:21.841659Z","A3_DiagnosticCriteriaDefinition","","H3K4me3 and H3K27me3","","","[""H3K4me2"",""H3K27ac and H3K4me2"",""H3K4me3 and H3K27me3"",""acetylation"",""H3K4me3 and H3K27me3"",""H3K4me3 and H3K27me3"",""PTMs of lysine 4 of histone H3."",""H3K4me2 and H3K27me3"",""H3K4me2, H3K4me3 and H3K9me3"",""SWR1 and H2A.Z""]","56c3326750c68dd41600000b",False,160.65,"Which histone modifications are correlated with transcription elongation?","[""H3K36me3""]",True,"2025-04-15T06:32:21.841676Z"
0.0,443,"","1","","2025-04-15T06:33:13.487278Z","A3_DiagnosticCriteriaDefinition","","the microbiome of the male reproductive tract","","","[""microbiota of the mouth"",""a gene that is expressed in a sexually dimorphic manner"",""The collective genome of microorganisms in the human body"",""the collection of the microbial communities in the human body"",""a type of microbiome associated with reproductive health"",""the microbiome of the urethra"",""The set of microbial communities associated with the microbes in the human body."",""The microbiota of a person's anus"",""a new field in microbiology"",""The microbiome is the collection of microorganisms living in the human gut.""]","5e920fe42d3121100d00000f",False,51.41,"What is the microgenderome?","[""The sexually dimorphic microbiome has been termed the 'microgenderome'.""]",True,"2025-04-15T06:33:13.487297Z"
0.0,444,"","1","","2025-04-15T06:39:39.466229Z","Factuality_Other","","in the plasma membrane","","","[""cell surface"",""In the endoplasmic reticulum"",""on the cell surface"",""cytoplasm and mitochondria"",""pannexins are localized in apical plasma membrane of ciliated type II pneumocytes in the respiratory tract and pancreatic duct epithelial cells"",""in intracellular membranes"",""in the plasma membrane of mitochondria and endoplasmic reticulum"",""In the cell membrane"",""inside mitochondria"",""in pannexons""]","5c7d5fcfd774d04240000011",False,385.727,"Where are pannexins localized?","[""In membranes""]",True,"2025-04-15T06:39:39.466249Z"
0.0,445,"","1","","2025-04-15T06:40:48.426526Z","","A2_InstructionMisinterpretation","antibiotics","","","[""metronidazole and amoxicillin"",""amoxicillin, metronidazole and clarithromycin"",""antibiotics, acid suppression, H2 antagonists, or proton pump inhibitors"",""H2 blockers and PPIs"",""triple therapy (metronidazole + amoxicillin + clarithromycin)"",""7-Day Pain Free Anti-H. pylori regimen with or without antacids"",""antibiotics, antacids, and acid-suppressive drugs"",""antibiotics and proton pump inhibitors"",""amoxycillin"",""1000mg of clarithromycin followed by 500mg of amoxicillin for 7 days""]","518cb5ab310faafe08000008",False,68.709,"Which are the best treatment options to treat Helicobacter pylori?","[""amoxicillin"",""metronidazole"",""claritromycin"",""Proton pump inhibithors"",""rifabutin"",""Eudragit L100""]",True,"2025-04-15T06:40:48.426544Z"
0.0,446,"","1","","2025-04-15T06:41:59.666371Z","A3_DiagnosticCriteriaDefinition","","yes","","","[""yes"",""yes"",""yes"",""yes"",""yes"",""yes"",""yes"",""yes"",""yes"",""yes""]","5fdb4311a43ad31278000028",False,70.982,"Are enhancers directional in their targeting of gene promoters?","[""no""]",True,"2025-04-15T06:41:59.666391Z"
0.0,447,"","1","","2025-04-15T06:46:37.510135Z","A3_DiagnosticCriteriaDefinition","","3' UTR","","","[""V3 loop"",""X-box"",""Secretoglobin, family 13 (SEGN13)"",""Ribosomal-binding-loop"",""SECIS element"",""Sec-12"",""SDR56"",""RAN"",""Pribnow box"",""CCAAT-binding factor""]","533ea8fcc45e133714000010",False,277.606,"What is the name of the stem loop present in the 3' end of genes encoding for selenoproteins?","[""SECIS""]",True,"2025-04-15T06:46:37.510154Z"
0.0,448,"","1","","2025-04-15T06:47:18.370060Z","","A1_ContextIgnorant","coxsackievirus","","","[""coxplot"",""Lumigene"",""cnn-package"",""cox"",""pam"",""coxme"",""GSVA"",""CRAN\/MASS"",""cox"",""GSVA""]","5a6e3155b750ff445500003f",False,40.613,"Which R/Bioconductor package has been developed for cancer subtype identification?","[""CancerSubtypes""]",True,"2025-04-15T06:47:18.370079Z"
0.0,449,"","1","","2025-04-15T06:55:40.180437Z","A3_DiagnosticCriteriaDefinition","","B-cell maturation antigen","","","[""Lynch syndrome"",""phosphatase and tensin homolog"",""CD6"",""B-cell receptor"",""Cystic fibrosis transmembrane conductance regulator (CFTR)"",""PD-1"",""Zap 70"",""PD-1"",""ZAP-70"",""IDO1""]","5321bc309b2d7acc7e00000d",False,501.553,"What is the target protein of the drug Idelalisib?","[""PI3K-δ"",""phosphoinositol-3 kinase delta isoform""]",True,"2025-04-15T06:55:40.180456Z"
0.0,450,"","1","","2025-04-15T06:58:52.214911Z","","A2_InstructionMisinterpretation","","","","[""malnutrition, fatigue, malaise, dyspnea, arthralgia, anemia, pancytopenia, lymphadenopathy, weight loss"",""Osteonecrosis of the maxillary teeth"",""Sweating at rest and during exercise, palpitations, shortness of breath, diaphoresis, fever, and hyperventilation."",""Aphthous stomatitis, ulcers, fever, neurological symptoms, hematologic symptoms, and lymphoma"",""swollen lymph nodes, fever, fatigue, anorexia, nausea, vomiting, weight loss, enlarged lymph nodes, decreased appetite"",""Headache, nausea, vomiting, weight loss, anemia"",""Bell's palsy, neck discomfort, hoarseness, and respiratory symptoms"",""Cervical granuloma, erythematous to red mucous membranes"",""Diarrhea, vomiting, abdominal cramps, nausea, fever, chills, sore throat, viral pneumonia, encephalopathy, rash"",""Palpitation of chest, palpitation of heart, and swelling of neck and arms.""]","5a75ee7e83b0d9ea66000005",False,191.783,"List symptoms of the Zieve's syndrome.","[""jaundice"",""hyperlipidaemia"",""haemolytic anaemia""]",True,"2025-04-15T06:58:52.214929Z"
0.0,451,"","1","","2025-04-15T07:00:03.661700Z","A3_DiagnosticCriteriaDefinition","","CAGE","","","[""MIRA"",""LAGAN"",""Homology Modeling"",""phylogenetic profile"",""DNASTAR"",""PhyloP"",""MCL"",""MACSE"",""HOMER"",""UCSC""]","5e2894109499698331000002",False,71.218,"Which algorithm has been developed for finding conserved non-coding elements (CNEs)?","[""CNEFinder""]",True,"2025-04-15T07:00:03.661720Z"
0.0,452,"","1","","2025-04-15T07:00:45.906410Z","A3_DiagnosticCriteriaDefinition","","CYP1A1, CYP1A2, CYP1B1, CYP1B2, CYP1C1, CYP1D1, CYP1E1, CYP1E2, CYP","","","[""OTTHUMP00000024280, OTTHUMP00000026625, OTTHUMP00000016520"",""KITLG"",""NANO and UL138"",""ODC1"",""13 of 19"",""L-type amino acid transporter"",""genes 1-14"",""CCR5"",""GADPH and PRKAR1A"",""GPIHBP1""]","58839d892305cd7e21000006",False,41.987,"Which genes of the marmoset genome exhibit rapid sequence evolution?","[""protein-coding genes related to reproduction"",""microRNA genes related to reproduction""]",True,"2025-04-15T07:00:45.906429Z"
0.0,453,"","1","","2025-04-15T07:01:14.996162Z","B1_StatisticalEpidemiological","","yes","","","[""yes"",""yes"",""yes"",""yes"",""yes"",""no"",""no"",""yes"",""yes"",""yes""]","530cefaaad0bf1360c000004",False,28.854,"Is bapineuzumab effective for treatment of patients with Alzheimer's disease?","[""no""]",True,"2025-04-15T07:01:14.996182Z"
0.0,454,"","1","","2025-04-15T07:01:50.341434Z","B1_StatisticalEpidemiological","","1000","","","[""5"",""270,000"",""6,800,000"",""65,000"",""40% of the genome is bound by this element"",""1500"",""12,000"",""6,000"",""21,000"",""450""]","533c38b3c45e133714000009",False,35.102,"What is an approximate number of CTCF binding sites in the human genome?","[""30,000-50,000""]",True,"2025-04-15T07:01:50.341454Z"
0.0,455,"","1","","2025-04-15T07:03:49.198560Z","A3_DiagnosticCriteriaDefinition","","yes","","","[""no"",""yes"",""yes"",""no"",""yes"",""yes"",""yes"",""yes"",""yes"",""yes""]","5a6e49a4b750ff445500004b",False,118.619,"Is LDB1-mediated enhancer looping dependent on cohesin?","[""no""]",True,"2025-04-15T07:03:49.198579Z"
0.0,456,"","1","","2025-04-15T07:06:04.184557Z","A3_DiagnosticCriteriaDefinition","","serum calcium, serum phosphate, and serum 25-hydroxyvitamin D","","","[""ACTH and cortisol"",""PYY"",""Prolactin, 17-hydroxyprogesterone, 17-ketoprogesterone"",""TBG, 17-OH progesterone, and 17-OH estrone"",""TSH, LH, FSH"",""TSH, 17-OHCS"",""serum calcium, erythrocyte magnesium"",""ACTH, cortisol, TSH, and prolactin"",""PTH, ACTH, cortisol, and oxytocin"",""Cortisol, estradiol, progesterone""]","530f900ee3eabad021000003",False,134.744,"Which hormone concentrations are altered in patients with the Allan–Herndon–Dudley syndrome?","[""Thyroid""]",True,"2025-04-15T07:06:04.184576Z"
0.0,457,"","1","","2025-04-15T07:06:37.008404Z","A2_ContraindicationIndication","","yes","","","[""yes"",""yes"",""yes"",""yes"",""yes"",""yes"",""yes"",""yes"",""yes"",""yes""]","5e4b5f9a6d0a277941000021",False,32.571,"Should Pentoxifylline be used for treatment of amyotrophic lateral sclerosis?","[""no""]",True,"2025-04-15T07:06:37.008423Z"
